category_id,name,district,address,latitude,longitude,price,phone_number,image_url,description,참가규모,page_url,work_time
1,리듬댄스(화양동 주민센터),광진,서울 광진구 능동로17길 39,37.54652678,127.0712676,유료,02-450-1515,https://plus.unsplash.com/premium_photo-1681492508069-d558d8fa0ad7?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,목 11:00~11:40
1,라인댄스(자양2동주민센터),광진,자양2동주민센터,36.34358218,127.4539153,유료,02-450-1603,https://plus.unsplash.com/premium_photo-1681492508069-d558d8fa0ad7?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,화 14:50~16:30
1,근력운동(자양2동주민센터),광진,자양2동주민센터,36.34358218,127.4539153,유료,02-450-1603,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,화 14:00 ~14:40
1,라인댄스(자양1동주민센터),광진,자양1동주민센터,36.06973351,129.0656911,유료,02-450-1285,https://plus.unsplash.com/premium_photo-1681492508069-d558d8fa0ad7?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,화 11:50 ~ 12:30
1,줌바댄스(자양1동주민센터),광진,자양1동주민센터,36.06973351,129.0656911,유료,02-450-1285,https://plus.unsplash.com/premium_photo-1681492508069-d558d8fa0ad7?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,화 11:00 ~ 11:40
1,요가(구립장애인주간보호센터),용산,용산구 한강대로 331 3층,37.54790166,126.9714991,유료,02-701-4282,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?auto=format&fit=crop&q=80&w=1220&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,https://happylog.naver.com/hlog/yongsan4282/home,목 14:30 ~15:10 / 금 14:30 ~15:10
1,요가(구립용산장애인복지관),용산,효창원로 93길 49,37.54730707,126.961569,유료,070-4657-2018,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?auto=format&fit=crop&q=80&w=1220&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,http://www.ysrehab.or.kr/,월 13:40 ~14:20 / 목 13:00 ~13:40 
1,요가(효창주민센터),용산,효창원로 161 효창주민센터 5층 대강당,37.54250834,126.9618379,유료,,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?auto=format&fit=crop&q=80&w=1220&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,월 11:00 ~11:50 / 수 11:00 ~11:50
1,스트레칭(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,유료,,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?auto=format&fit=crop&q=80&w=1326&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,30명,https://www.hyochang.or.kr:6017/,월 09:30 ~ 12:00 / 수 09:30 ~ 12:00 / 금 09:30 ~ 12:00
1,테라밴드(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,유료,,https://images.unsplash.com/photo-1517130038641-a774d04afb3c?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,30명,https://www.hyochang.or.kr:6017/,목 09:30 ~ 12:00
1,덤벨체조(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,유료,,https://images.pexels.com/photos/39671/physiotherapy-weight-training-dumbbell-exercise-balls-39671.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,정확한 가격은 지자체에 문의,30명,https://www.hyochang.or.kr:6017/,화 09:30 ~ 12:00
1,헬스(신당종합사회복지관),중구,중구 동호로11길 22 신당종합사회복지관,37.55436136,127.0095231,유료,02-2231-1876,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,http://www.shindang.or.kr/,수 15:00 ~ 15:40
1,기타체육(종로1234가동주민센터),종로,"서울특별시 종로구 삼일대로30길 47 종로1,2,3,4가동 주민센터",37.57449203,126.9902334,유료,02-2148-5253,https://images.unsplash.com/photo-1487956382158-bb926046304a?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,월 16:00 ~ 16:40
