category_id,name,district,address,latitude,longitude,phone_number,price,page_url,work_time,image_url,description
7,양천구청,양천구,서울특별시 양천구 목동동로 105,37.51704845,126.8664765,02-2620-3114,유료,http://www.yangcheon.go.kr/,"매주 토요일, 일요일, 법정공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100797&thumb=Y,
2,신월문화체육센터,양천구,서울특별시 양천구 지양로 47,37.51993106,126.8350546,02-2605-4093,무료,https://www.ycs.or.kr/fmcs/21,"법정공휴일, 근로자의날",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100799&thumb=Y,
3,한성백제박물관,송파구,서울 송파구 위례성대로 71,37.515505,127.121175,02-2152-5800,무료,baekjemuseum.seoul.go.kr,"매주 월요일, 1월 1일, 단, 월요일이 공휴일인 경우 휴관하지 않음",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4cdc3af32d864221b0c5f90cfbcf332f&thumb=Y,
3,한국분재박물관,서초구,서울특별시 서초구 신흥안길 40-10,37.45313676,127.0758032,02-577-0002,무료,http://www.ktreedesign.com/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100216&thumb=Y,
2,롯데월드 가든스테이지,송파구,서울특별시 송파구 올림픽로 240,37.51130961,127.0981418,1661-2000,유료,http://www.lotteworld.com,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100251&thumb=Y,
4,강북솔샘문화정보센터,강북구,서울특별시 강북구 솔샘로 177,37.62045927,127.0124384,02-944-3150,유료,https://www.gblib.or.kr/solsem/,"첫째, 셋째 월요일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100776&thumb=Y,
2,예술가의집,종로구,서울특별시 종로구 동숭길 3,37.58050229,127.0032562,061-900-2100,무료,https://www.arko.or.kr/content/960,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100850&thumb=Y,
3,가람화랑,종로구,서울특별시 종로구 인사동10길 11,37.57428279,126.9856136,0507-1332-6170,무료,http://www.garamgallery.co.kr/,월요일 및 공휴일 (기획?초대전의 전시기간 중 휴무없음),https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bffc7c7c0eb74673980df6969ff0f329&thumb=Y,
5,예지원,중구,서울특별시 중구 장충단로 72,37.55156321,127.0028971,02-2234-3325,유료,www.yejiwon.or.kr,별도확인,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100525&thumb=Y,
4,송중문화정보센터,강북구,서울특별시 강북구 도봉로20나길 6,37.61832041,127.0299756,02-944-3160,유료,https://www.gblib.or.kr/songjung/,"첫째, 셋째 월요일, 정부지정 공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100876&thumb=Y,
1,롯데월드 아이스링크,송파구,서울특별시 송파구 올림픽로 240,37.51130961,127.0981418,1661-2000,유료,https://adventure.lotteworld.com/icerink/main/index.do,연중무휴,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100257&thumb=Y,
2,육영재단 어린이회관,광진구,서울특별시 광진구 광나루로 441,37.547246,127.0783044,02-2204-6028,유료,http://www.yookyoung.org/site/main/main.jsp,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100104&thumb=Y,
1,온조대왕문화체육관,강동구,서울특별시 강동구 고덕로 285,37.5567272,127.1574539,02-2045-7800,무료,https://www.igangdong.or.kr/page/ch/ch_0101.asp,"매주 일요일, 법정공휴일, 신정, 설연휴, 추석연휴",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea1c23f8b97f4f0a81a604e5fbaf8a98&thumb=Y,
2,서울연극센터,종로구,서울 종로구 창경궁로 253-1 2층,37.5833444,127.0013025,02-743-9333,유료,https://www.sfac.or.kr/artspace/artspace/play_main.do,휴관,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f9a2261d8dc4c139d464b74ee1f035e&thumb=Y,
4,성동구립도서관,성동구,서울특별시 성동구 고산자로10길 9,37.55921809,127.0349333,02-2204-6420,무료,https://www.sdlib.or.kr/SD/main.do,"매주 월요일, 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정한 날",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100747&thumb=Y,
4,서울특별시교육청 종로도서관,종로구,서울특별시 종로구 사직로9길 5,37.57630701,126.9686207,02-721-0707,유료,http://jnlib.sen.go.kr/,"매월 둘째, 넷째 월요일,공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2d05200fc32a4d23a2c7942d385098a6&thumb=Y,
1,올림픽기념국민생활관,종로구,서울 종로구 성균관로 91 국민생활관,37.59046055,126.9987986,02-745-6701,유료,https://www.ijongno.co.kr/front/main/11,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c09fdb30b7494cb5822b40777840e4c6&thumb=Y,
2,마포아트센터,마포구,서울 마포구 대흥로20길 28 마포아트센터,37.54990609,126.9455338,02-3274-8600,무료,https://www.mfac.or.kr/,공휴일 09:00~17:00/매월 마지막주 일요일 휴무,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e017247027b4a369d1c0e0e01aef2dd&thumb=Y,
3,국립현대미술관,중구,서울특별시 중구 세종대로 99,37.56608683,126.9737258,02-2022-0600,무료,http://www.moca.go.kr,매주 월요일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100698&thumb=Y,
3,아르코미술관,종로구,서울특별시 종로구 동숭길 3,37.58050229,127.0032562,02-760-4850,유료,http://www.arkoartcenter.or.kr/,"월요일, 설, 추석",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100402&thumb=Y,
5,강북청소년문화정보도서관,강북구,서울특별시 강북구 삼양로54길 68,37.62308136,127.0215555,02-944-3140,무료,https://www.gblib.or.kr/youth/index.do,"매월 둘째, 넷째 월요일, 정부지정 공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100775&thumb=Y,
3,국립현대미술관 서울,종로구,서울특별시 종로구 삼청로 30,37.57862803,126.980088,02-3701-9500,유료,http://www.mmca.go.kr,1월 1일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c8fe38cb24f4b17b45f4b520ed6a139&thumb=Y,
5,종로문화원,종로구,서울특별시 종로구 율곡로5 (사간동 122-4),37.5761054,126.9803283,02-2148-4087,무료,http://jongno.kccf.or.kr,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7e74ff794568405eaad8bc8caef134f1&thumb=Y,
4,서울특별시교육청 어린이도서관,종로구,서울특별시 종로구 사직로9길 7,37.57628582,126.9682319,02-731-2300,유료,http://childlib.sen.go.kr/,"매월 첫째, 셋째 월요일일요일을 제외한 법정공휴일(국경일)기타 관장이 필요하다고 인정하는 날",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5de16fbb89cd482980d02aae57631de7&thumb=Y,
7,육군사관학교,노원구,서울 노원구 공릉동 1-1,37.62373955,127.1010933,02-1533-8264,무료,https://www.kma.ac.kr:461/,"휴장일(매주 월요일, 수요일 오후, 1.1, 설 및 추석 연휴)",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=318469f87b904459bd9d76bb130c166d&thumb=Y,
4,자양4동도서관,광진구, 서울특별시 광진구 뚝섬로26길 58 (자양동),37.5340938,127.066226,02-465-0737,무료,https://www.gwangjinlib.seoul.kr/jy4dong/index.do,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100751&thumb=Y,
7,동대문구청,동대문구,서울특별시 동대문구 천호대로 145,37.57441853,127.0397491,02-2127-5000,무료,https://www.ddm.go.kr/,"매주 토요일, 법정공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100752&thumb=Y,
2,서울문화재단,동대문구,서울시 동대문구 청계천로 517,37.571509,127.0337136,02-3290-7000,무료,http://www.sfac.or.kr/,주말 및 공휴일 휴관,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=905f57348b684c4782ad6ab0d2d3b4e5&thumb=Y,
2,LG아트센터 서울,강서구,서울특별시 강서구 마곡중앙로 136,37.56536299,126.8293888,1661-0017,무료,http://www.lgart.com,"토,일 공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100704&thumb=Y,
4,광진정보도서관,광진구,서울특별시 광진구 아차산로78길 90 (광장동),37.5507093,127.1103315,02-3437-5092,무료,https://www.gwangjinlib.seoul.kr/gjinfo/index.do,"둘째, 넷째주 화요일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100750&thumb=Y,
2,포스트극장,마포구,서울특별시 마포구 와우산로 148,37.5541249,126.9296484,02-337-5961,유료,http://www.changmu.co.kr/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=acc1e3e2f8e34b8e8b19373e798c5c1e&thumb=Y,
3,서울시립 남서울미술관,관악구,서울특별시 관악구 남부순환로 2076,37.47605354,126.9794659,02-598-6247,무료,https://sema.seoul.go.kr/,"1월 1일, 매주 월요일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100086&thumb=Y,
2,광화문아트홀,종로구,서울특별시 종로구 인왕산로1길 21,37.57420982,126.964661,02-732-9392,무료,https://www.ijongno.co.kr/front/contents/141,공휴일*별도확인 필요,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100901&thumb=Y,
2,문화정원아트홀,금천구,서울특별시 금천구 가산로 61,37.4718013,126.896009,02-839-1155,무료,http://www.cgarthall.co.kr/xe/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100902&thumb=Y,
2,시민청,중구,"서울  중구 세종대로110 B1, B2",37.566635,126.978675,02-739-7733,무료,http://seoulcitizenshall.kr,"1.1일, 설.추석 당일, 매월 마지막 일요일 ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=962ab568528247dba703ce1b25618b40&thumb=Y,
2,성수아트홀,성동구,서울  성동구 성수동1가   656-323,37.54541449,127.0469742,02-2204-7570,무료,http://seongsu.sdfac.or.kr/,월요일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b7310f452f6455c89164adfb90e8c20&thumb=Y,
7,동작구청,동작구,서울특별시 동작구 장승배기로 161,37.51226793,126.9394288,02-820-1114,무료,https://www.dongjak.go.kr/,"토요일, 법정공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100822&thumb=Y,
8,강남문화재단,강남구,"서울특별시 강남구 선릉로 668, 5층",37.51631968,127.0423148,02-6712-0523,무료,http://www.gfac.kr,"토, 일, 공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e190c58d1594fc8985ca4cc857f10aa&thumb=Y,
5,서울풍물시장 전통문화체험관,동대문구,서울특별시 동대문구 천호대로4길 21,37.57271319,127.0255029,02-2232-3368,무료,www.pungmul.or.kr,매주 화요일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3dee0f04f092440b8a0272fd27b65e3f&thumb=Y,
4,한국사회과학도서관,종로구,서울특별시 종로구 인왕산로1길 25,37.57346325,126.9643571,02-767-9514,유료,http://www.kossda.or.kr/w11_01a.asp,"일요일, 공휴일, 근로자의 날(5/1), 개관기념일(5월 마지막주 토요일), 장서점검기간(연1회, 1~2월중), 기타 업무진행상 필요하다고 인정될 때",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100425&thumb=Y,
2,우리금융아트홀,송파구,서울특별시 송파구 올림픽로 424,37.5203397,127.1155179,02-410-1531,유료,http://www.olympicpark.co.kr/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100671&thumb=Y,
4,동작도서관,동작구,"서울 동작구 장승배기로 94 (노량진동, 동작도서관)",37.5059908,126.9401667,02-823-6417,무료,http://djlib.sen.go.kr/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100157&thumb=Y,
4,서대문도서관,서대문구,서울특별시 서대문구 모래내로 412,37.58331862,126.940858,02-6948-2160,무료,https://sdmlib.sen.go.kr/sdmlib/index.do?getContextPath=,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=29629e2fb3f34d5eba7679b5c6e3f215&thumb=Y,
1,강남스포츠문화센터,강남구,서울특별시 강남구 밤고개로1길 52,37.48915346,127.105226,02-2176-0801,무료,https://www.gncity.or.kr/gncity/main/contents.do?menuNo=200138,법정공휴일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100838&thumb=Y,
1,대진체육관,강남구,서울특별시 강남구 개포로109길 62,37.4961253,127.0788081,02-2176-0880,무료,https://www.gncity.or.kr/gncity/main/contents.do?menuNo=200154,법정공휴일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=07af764e1ffc46eea869bd2543fb5a91&thumb=Y,
5,영등포문화원,영등포구,서울특별시 영등포구 신길로 275,37.51612662,126.9121264,02-846-0155,유료,http://www.ydpcc.co.kr/,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ca55adbeb2c4f54a7e7fbc0639c1e6a&thumb=Y,
2,사당문화회관,동작구,서울특별시 동작구 사당로8길 9,37.48471444,126.9696139,02-588-4111,무료,https://sports.idongjak.or.kr/home/59,법정공휴일 및 일요일(월 첫째주 일요일만 운영),https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100825&thumb=Y,
3,건국대학교 박물관,광진구,서울특별시 광진구 능동로 120,37.53918267,127.0747119,0507-1430-3880,무료,http://www.konkuk.ac.kr/do/Museum/Index.do,"토,일요일, 공휴일 방학기간중",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100111&thumb=Y,
2,서초구민체육센터,서초구,서울 서초구 사평대로 55 서초구민체육센터.,37.49885315,126.9905157,02-591-6060,유료,http://www.seochoymca.com/,매월 넷째주 일요일,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=67184cad8456426792ad790df5edab76&thumb=Y,
7,송파구청,송파구,서울특별시 송파구 올림픽로 326,37.51461402,127.1060893,02-2147-2000,유료,http://www.songpa.go.kr/,"매주 토요일, 법정공휴일",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100840&thumb=Y,
4,거마도서관,송파구,서울특별시 송파구 거마로2길 19,37.49353897,127.1468274,02-449-2332,무료,http://www.splib.or.kr/,월요일 및 법정공휴일(일요일 제외),https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c22c6f1c64354e07b7841a4de270ddc6&thumb=Y,
