,Unnamed: 0,category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,page_url,description
13,13,,강서책서점,양천구,양천구 목동중앙남로 28,37.53647642,126.8673893,,무료,02-651-1085,https://mblogthumb-phinf.pstatic.net/MjAyMjA3MDJfMjY5/MDAxNjU2Njk4NTczMTkz.7DeXXikM4qGKNj7CiEx5Mu1wc1LBtvwdZtt34xF-2uEg.U-C6CjvcNz-fQ94SnQk9g5Z6iBau78GSFk87AKJQ3Z4g.JPEG.golfer36/20220701%EF%BC%BF170557.jpg?type=w800,,새책방      
14,14,,개똥이네(가양점),강서구,강서구 양천로 431 지하 1층,37.56426405,126.8499602,,무료,02-2658-2982 ,https://modo-phinf.pstatic.net/20180524_48/1527146423518Mkiij_JPEG/mosaooU2vk.jpeg?type=f320_320,,헌책방      
15,15,,개똥이네(노원점),노원구,노원구 동일로217가길 17 2층,37.6533222,127.0593697,,무료,02-951-2989,https://modo-phinf.pstatic.net/20180626_112/1530022524766a9Rsh_JPEG/mosagZPabB.jpeg?type=f320_320,,헌책방      
16,16,,개똥이네(영등포점),영등포구,영등포구 여의대방로62길 2 5층,37.51381602,126.9266765,,무료,02-822-2989,https://mblogthumb-phinf.pstatic.net/MjAxOTAyMjBfNDIg/MDAxNTUwNjM2ODI1ODMz.dALpGijeu5Xds8rS2dVJuK7WLs8kLWief6UdEcEVxUcg.rddIdFb_PEXV7xYTbbmBLrYYoxw1_oI8EF2QTEaQvv4g.JPEG.ranran115200/SE-085c1587-1cd4-46f7-83c1-2ee416c09702.jpg?type=w800,,헌책방      
17,17,,개똥이네(잠실점),송파구,송파구 올림픽로35길 93 지하1층 상가 118호,37.51773252,127.1044332,,무료,02-445-2989,https://mblogthumb-phinf.pstatic.net/MjAyMjA1MzFfMjQy/MDAxNjUzOTc5NzcyNzY4.ZxkCwmeP01ZK8jDn6Vylfkg_QrUht0Qo5Lwp1OlkH7Ig.783_kvzGGscrGqcpKJOvvgFUrelyuvBf6JZq1Ms0pA8g.JPEG.a125115/%EA%B0%9C%EB%98%A5%EC%9D%B4%EB%84%A4%EC%9E%A0%EC%8B%A4%EC%A0%90%EB%A7%A4%EC%9E%A51.jpg?type=w800,,헌책방      
18,18,,개롱서적,송파구,송파구 오금로 414 명문빌딩 지하1층,37.49720786,127.1359163,,무료,02-403-1603,https://mblogthumb-phinf.pstatic.net/MjAxNjExMTlfODEg/MDAxNDc5NDg0NDY4NjI2.OidRmh2v8LjJ8cvn-NGGebgbagNCDN8Ohw4oXk1hU14g.gC4bsLViNqGn00CEi7HDCq7JmXnyGvcBwk7GTE80m0sg.JPEG.qufrjfek10/SAM_4999.JPG?type=w800,,새책방      
19,19,,거목서점,서초구,서초구 신반포로 213 지하 9호,37.50727104,127.0072709,,무료,02-3476-1585,,,새책방      
20,20,,거북서점,노원구,노원구 상계로 115,37.6576976,127.0674937,,무료,,https://www.seoulbookbogo.kr/front/img/2spic09_3.jpg,,헌책방      
21,21,,건영문고,노원구,노원구 섬밭로 258 지하 1층,37.63910978,127.0649151,,무료,02-949-2148,,,새책방      
22,22,,경일서점,성동구,성동구 성수일로 33 지하1층,37.54364277,127.0491876,,무료,02-497-5670,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181005_226%2F1538721309504bXVPi_JPEG%2FOSPj9cBu-SGeXvnK8YyNsux5.jpg,,새책방      
23,23,,경희문고,동대문구,동대문구 회기로 113,37.59164957,127.0493102,,무료,02-957-7799,,https://www.instagram.com/khbook_seoul,새책방      
24,24,,계성문고,성북구,성북구 길음로 33 2층 22호,37.60504925,127.0220094,,무료,02-943-5398,https://img.etoday.co.kr/pto_db/2020/08/20200828130926_1503503_1199_799.jpg,https://www.facebook.com/Gyeseongbooks,새책방      
25,25,,고래서점,용산구,용산구 한강대로 307,37.54572765,126.9715375,,무료,02-717-8346,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190519_87%2F1558271704352KQHvB_JPEG%2FIWWpSUesmB4n7z5SPUawaj4d.jpg,http://www.bookgore.com/,새책방      
26,26,,고려서점,강서구,강서구 강서로47길 26 지하1층,37.552876,126.8347796,,무료,02-2663-3181,,,새책방      
27,27,,고시책사랑,관악구,관악구 호암로26길 27,37.4706007,126.9352363,,무료,02-871-5550,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_179%2F1441055340188s37bS_JPEG%2FSUBMIT_1401879527622_11850756.jpg,,헌책방      
28,28,,고요서사,용산구,용산구 신흥로15길 18-4,37.54437666,126.9858576,,무료,0507-1410-4226,"https://image.bookshopmap.com/600,fit,q60/venue/goyo_bookshop1.jpg",http://blog.naver.com/goyo_bookshop,새책방      
29,29,,곰서점,동작구,동작구 양녕로 186 지하1층,37.49791392,126.9435904,,무료,02-821-5672,https://mblogthumb-phinf.pstatic.net/20160729_178/jung1w_1469752286917R2sNc_JPEG/attachImage_4115552710.jpeg?type=w800,,새책방      
30,30,,공간과몰입,종로구,종로구 낙산길 19,37.58054788,127.0055969,,무료,,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/F1201440-53FF-4619-89AE-F511BCAD8D23_2994fe17.jpeg?ver=1643524930,https://blog.naver.com/gggmolip,새책방      
31,31,,공상온도,마포구,마포구 동교로 23길40 지하1층,37.55765748,126.9198091,,무료,0507-1404-0247,https://static.comeup.asia/ajaxs/05a5cf06982ba7892ed2a6d38fe832d6/%EA%B3%B5%EC%83%81%EC%98%A8%EB%8F%84%205.jpg,http://www.gongsangondo.com,새책방      
32,32,,공손서점,강동구,강동구 동남로75길 19 지하 1층,37.55413021,127.1551777,,무료,02-427-3888,,,새책방      
33,33,,공손서점,광진구,광진구 아차산로70길 17-17,37.54169929,127.1025258,,무료,02-444-1570,,,새책방      
34,34,,공신서점,양천구,양천구 신정로13길 22,37.51142543,126.8431316,,무료,02-2699-4002,,,새책방      
35,35,,공씨책방(성수점),성동구,성동구 광나루로 130 106호-라,37.55097877,127.0447207,,무료,,"https://image.bookshopmap.com/600,fit,q60/venue/%E1%84%80%E1%85%A9%E1%86%BC%E1%84%8A%E1%85%B5%E1%84%8E%E1%85%A2%E1%86%A8%E1%84%87%E1%85%A1%E1%86%BC-%E1%84%89%E1%85%A5%E1%86%BC%E1%84%83%E1%85%A9%E1%86%BC%E1%84%80%E1%85%AE.jpeg",,헌책방      
36,36,,공씨책방(신촌점),서대문구,서대문구 신촌로 55-2,37.5568761,126.932749,,무료,02-336-3058,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/%E1%84%80%E1%85%A9%E1%86%BC%E1%84%8A%E1%85%B5%E1%84%8E%E1%85%A2%E1%86%A8%E1%84%87%E1%85%A1%E1%86%BC-%E1%84%89%E1%85%B5%E1%86%AB%E1%84%8E%E1%85%A9%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%B7-%E1%84%8B%E1%85%A1%E1%87%81.jpg,,헌책방      
37,37,,공일서점,노원구,노원구 공릉로 101 경동상가,37.61930144,127.0778417,,무료,02-972-6407,https://storage.googleapis.com/real-seoul-image/place/da1c519b-85db-4ed9-8ee1-508063e610f3.png,,새책방      
38,38,,공작문고,마포구,마포구 성산로 128 마포중앙도서관 지하 1층,37.56379544,126.9082019,,무료,,,https://www.instagram.com/gongjakbooks,새책방      
39,39,,과학책방 갈다,종로구,종로구 삼청로10길 18,37.58763566,126.9820384,,무료,0507-1314-1018,https://storage.googleapis.com/cr-resource/image/27cf9b9af0f70922d4875dd55b58aa80/galdar/1920/c7efdd869082a4cadc72b06ac3b887fe.jpg,http://galdar.kr,새책방      
40,40,,관객의취향,관악구,관악구 관악로 204 3층 301호,37.48296173,126.9542948,,무료,070-8818-2046 ,https://image.yes24.com/images/chyes24/froala/0/51470/73150.jpg,http://smartstore.naver.com/yourtastebook,새책방      
41,41,,광명문고,은평구,은평구 수색로 268 지하 1층,37.5829395,126.8947019,,무료,02-303-0524,https://dnvefa72aowie.cloudfront.net/origin/smb/202005/5697bd6889e3719f5997a818146bf886ef59fc36d9af24071f56013ca77c464d.webp?q=95&s=1440x1440&t=inside,https://blog.naver.com/herryqrio ,새책방      
42,42,,광진서적,광진구,광진구 광나루로36길 76,37.5416637,127.0854335,,무료,02-455-2999,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMjVfMTIy/MDAxNTcyMDEyMzE2NTMw.0vqDV69mYS0S1iiXuaaec1UkrZUe9wbs-I_x6WZBp6Ig.wCr1qD6sJCfRjqCD8tYMFNARlkVOmby8W86gJFqE73gg.JPEG.ydss0561/SE-5043227b-06c0-4b16-939a-1f40427d5e36.jpg?type=w800,,새책방      
43,43,,광평서점,강남구,강남구 광평로 63,37.48286093,127.0796263,,무료,02-445-6842,,,새책방      
44,44,,교보문고(가든파이브 바로드림센터),송파구,"송파구 충민로 66, 가든파이브 라이프 리빙관 현대시티몰 4층",37.47761484,127.1249618,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAyMDA2MjFfMjc5/MDAxNTkyNzI5ODg4MDA3.xCSCYlX52OGjsirjeHI4dk2kSbF6KAbqSgkpVbbhSzsg.x9wUyRL3cvC3sqZdn5y6DsVfJQwZUM2vZ0XwPfJB-twg.JPEG.hyehwa0056/1592729888719.jpg?type=w800,,새책방      
45,45,,교보문고(강남점),서초구,"서초구 강남대로 465, 교보타워 지하 1~지하 2층",37.50375605,127.0241095,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAxNzAzMjhfMzQg/MDAxNDkwNjg5ODAzMDQx.i2u2AFSdAXlJDb4OauWnLesm2zqHCw1z_s9JQVhPAMEg.fa6RITZidyVuV5mOczC5kGVNDiaQcUYkYGDnVRbJp8Yg.JPEG.digitalhippy/image_9481413161490689780258.jpg?type=w800,https://www.kyobobook.co.kr/store/?storeCode=015,새책방      
46,46,,교보문고(건대 바로드림센터),광진구,능동로 92 롯데백화점 스타시티점 지하1층,37.53899977,127.0712144,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAyMjAxMDRfMjU2/MDAxNjQxMzA0ODEzODYw.PbRqIDmUQujeSyOx8fiNIbCUQFnCDFOz1l7KzV_3o60g.XATHLx-OPWYwIzUHWZdGTAFVeWjtxQYNviN6SdDVgakg.JPEG.digitalhippy/SE-a17ca7b4-561e-474b-b28c-9f4960940856.jpg?type=w800,,새책방      
47,47,,교보문고(광화문점),종로구,"종로구 종로 1, 교보생명빌딩 지하 1층",37.57095784,126.9779288,,무료,1544-1900,https://contents.kyobobook.co.kr/etc/ec/store/582be99d99744cbba145b19b2b153fae.png,,새책방      
48,48,,교보문고(동대문 바로드림센터),중구,"중구 장충단로13길 20, 현대시티아울렛 지하 1층",37.56873455,127.0076665,,무료,1544-1900,,,새책방      
49,49,,교보문고(디큐브시티 바로드림센터),구로구,"구로구 경인로 662, 현대백화점 지하 1층",37.50812307,126.888213,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAyMDA2MTJfNzYg/MDAxNTkxOTU5Mjg1ODA1.0zzXqz6VOF42ibWhpmwX8umD0idYQVU4zisxJCIR6EEg.RzW3_14Ljj6GybkURnj3xJb-L5j9l5Xy_m17k6S37K8g.JPEG.digitalhippy/SE-0ee93bff-9931-420a-8959-9578503b5cb0.jpg?type=w800,,새책방      
50,50,,교보문고(목동점),양천구,"양천구 목동서로 159-1, CBS 지하 1층",37.52823182,126.8749907,,무료,1544-1900,,,새책방      
51,51,,교보문고(수유 바로드림센터),강북구,"강북구 도봉로 348, 교보생명빌딩 지하 1층",37.6383189,127.0265481,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAyMTExMDdfNjIg/MDAxNjM2Mjg2NTA1NTQx.rbcr5mLI45JasxUG8A--d3UJSb6Ieg6Zyk9rA7u_iR8g.UxQW-OicuA3Q7grUtmeeAD8TjxMy1gnNTSxThoHIVWkg.JPEG.digitalhippy/SE-01dac053-eda7-40c1-82d5-2cd614511953.jpg?type=w800,,새책방      
52,52,,교보문고(신논현역스토어),강남구,강남구 봉은사로 102 지하 1층,37.50463416,127.0250313,,무료,1544-1900,,,새책방      
53,53,,교보문고(영등포점),영등포구,"영등포구 영중로 15, 타임스퀘어 멀티플렉스 2층",37.51723326,126.903716,,무료,1544-1900,,,새책방      
54,54,,교보문고(은평 바로드림센터),은평구,"은평구 통일로 1050, 롯데몰 3층",37.63753667,126.9179003,,무료,1544-1900,https://newsmanager2.etomato.com/userfiles/image/16%EA%B8%B0%20%EA%B6%8C%EC%9D%B5%EB%8F%84/%EC%9D%80%ED%8F%89%20%EB%B0%94%EB%A1%9C%EB%93%9C%EB%A6%BC%EC%84%BC%ED%84%B0%202.jpg,,새책방      
55,55,,교보문고(잠실점),송파구,"송파구 올림픽로 269, 롯데캐슬골드 지하 1층",37.51442735,127.1006114,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAyMjA2MjBfMTQg/MDAxNjU1NzA3NjcxODY0.pWskdNqJ9z0Z8cbnNQ9UdiyJLFBa2ZZw0pfVHaV3kTcg.cvguVldHXJ9QbEuNPmAMkxQSM6Py1P9dgbvFXTfv_AMg.JPEG.je505050/KakaoTalk_20220620_153855776.jpg?type=w800,,새책방      
56,56,,교보문고(천호점),강동구,"강동구 올림픽로 664, 대우한강베네시티 지하 1층",37.54055538,127.1249758,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAxOTA1MTRfMjE2/MDAxNTU3ODMyMTcxOTU4.PcEmqHNVc02WC9Tu91zJS1pTX0PpxxXM57GgtkYNuZMg.hoBAXaZCZlLC5wfWgtT1ckB7MtZ4jx_L3pV1PLIpFJgg.JPEG.kiki5730/20190514_194815.jpg?type=w800,,새책방      
57,57,,교보문고(청량리 바로드림센터),동대문구,"동대문구 왕산로 214, 롯데백화점 청량리점 지하 1층",37.58419614,127.0511471,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAxODEwMzBfMjk4/MDAxNTQwODk2NjU5ODIx.s4IE-Vxzww_uQBMlMTbEI3naEPGlaCgwKcL-uEyP0pYg.Rs4BJPKYu5CKKDqjecum-tv8maXQq0voi1r_UMIO_tgg.JPEG.digitalhippy/image_4459988661540896610209.jpg?type=w800,,새책방      
58,58,,교보문고(합정점),마포구,"마포구 월드컵로3길 14 딜라이트스퀘어 2차(지하 1층), 1차(지하 2층)",37.55100797,126.911649,,무료,1544-1900,https://mblogthumb-phinf.pstatic.net/MjAxNzA0MjZfNTIg/MDAxNDkzMTg2NDkyODI2.0IskcbmIMq_5O9z2c0uIyHp4WiAjLYm7I-8p10Hc4M0g.s-veMTYUQJHjQIHELDxGF1fe5cNM0nXUqsF7cImY9Y4g.JPEG.sits0/%ED%95%A9%EC%A0%95%EB%8F%99_%EA%B5%90%EB%B3%B4%EB%AC%B8%EA%B3%A0_04.jpg?type=w800,,새책방      
59,59,,교보서적,강서구,강서구 양천로 87 대일빌딩 지하1층,37.57360861,126.8136505,,무료,02-2664-6148 ,,,새책방      
60,60,,구일서점,구로구,구로구 구일로4길 66,37.49368169,126.8763089,,무료,02-853-0191,,,새책방      
61,61,,그날이오면 ,관악구,관악구 신림로 14길 26,37.47189358,126.9383179,,무료,02-885-8290,https://img1.daumcdn.net/thumb/R1280x0/?fname=http://t1.daumcdn.net/brunch/service/user/aKW0/image/ocn-4b3DTDGRM7twPsJbLd_PuFM.jpg,http://www.gnal.co.kr,새책방      
62,62,,그래서,중구,중구 동호로37길 20 A동 2층 132호,37.56872417,127.0008056,,무료,02-2268-3305,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/glaeso_book.jpg,http://glaeso.shop.blogpay.co.kr,새책방      
63,63,,그래픽,용산구,용산구 회나무로39길 33,37.54093281,126.9935916,,무료,070-4070-0204,https://cdn.designhouse.co.kr/cms/img/2022/03/M.1648432731.3516.2.jpg,https://www.instagram.com/graphic.fan,새책방      
64,64,,그래픽,용산구,용산구 회나무로39길 33,37.54093281,126.9935916,,무료,070-4070-0204,https://cdn.designhouse.co.kr/cms/img/2022/03/M.1648432731.3516.2.jpg,https://www.instagram.com/graphic.fan/,새책방      
65,65,,그랜드문고,노원구,노원구 한글비석로 253 지하1층,37.6504237,127.0763481,,무료,02-938-1065,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160320_56%2F1458480751398JXoBA_JPEG%2F176270626251257_0.jpeg,https://smartstore.naver.com/grandbooks,새책방      
66,66,,그린북스,중랑구,중랑구 봉화산로 94 2층,37.60208775,127.0849258,,무료,02-433-6728,,,헌책방      
67,67,,그림책방 곰곰,마포구,마포구 연남로 61-1,37.56462283,126.9198304,,무료,02-335-2041,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/gomgom-c.jpg,https://smartstore.naver.com/gomgombookstore,새책방      
68,68,,글방,중구,중구 청계천로 274 다7호,37.56942586,127.0080476,,무료,02-2273-0111,,,헌책방      
69,69,,글벗서점,마포구,마포구 신촌로 48,37.55683681,126.9313194,,무료,02-333-1382,https://t1.daumcdn.net/thumb/R720x0/?fname=http://t1.daumcdn.net/brunch/service/user/5FsQ/image/GsxN-YsT_jAJNsdrhfv88ehHZxs.jpeg,,헌책방      
70,70,,글벗서점,강남구,강남구 도곡로 516 삼성상가 지하1층,37.49918128,127.0629879,,무료,02-557-8910,https://t1.daumcdn.net/thumb/R720x0/?fname=http://t1.daumcdn.net/brunch/service/user/5FsQ/image/GsxN-YsT_jAJNsdrhfv88ehHZxs.jpeg,,새책방      
71,71,,글벗서점,은평구,은평구 은평로 66,37.59879593,126.9151238,,무료,02-302-6621,https://t1.daumcdn.net/thumb/R720x0/?fname=http://t1.daumcdn.net/brunch/service/user/5FsQ/image/GsxN-YsT_jAJNsdrhfv88ehHZxs.jpeg,,새책방      
72,72,,글빛문고,양천구,양천구 목동중앙로 43 지하 1층,37.533541,126.8695252,,무료,02-2642-8360,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200422_203%2F1587550011882jrC2s_JPEG%2F31hcdfZaHCzpeeGIDZVnPRPA.jpeg.jpg,,새책방      
73,73,,금지옥엽,중구,중구 청계천로 160 세운청계상가 3층 데크 가열 312호,37.56797986,126.9953651,,무료,02-2273-0220,https://storage.googleapis.com/real-seoul-image/place/b86ba3e0-839a-4ab7-87f7-c02d95091d2c.png,https://cherishstorage.kr/,새책방      
74,74,,기독성문서적,중구,중구 청계천로 274 다26호,37.56942586,127.0080476,,무료,02-2279-3902,https://mblogthumb-phinf.pstatic.net/MjAyMjAzMTVfNDAg/MDAxNjQ3MzUzNDQzNzc3.zEjefl-heoZBU48EFL1v6fAMehTOdoZ65DyT5BgKdesg.NQttq-0d1jPtcWsou63ug1cL-65HO-NrlRnwdkGPmKAg.JPEG.chumjan/20220311%EF%BC%BF162950.jpg?type=w800,,헌책방      
75,75,,깡지서점,관악구,관악구 신림로 30길 21,37.47318034,126.9358177,,무료,,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171110_284%2F1510292901868EQw28_JPEG%2FNRGvSRkL4FGb9rWUDAihoTpr.jpg,,헌책방      
76,76,,꼬리달린책방(협동조합 카페마을),양천구,양천구 목동중앙북로16길 39,37.54447865,126.8739729,,무료,02-6052-0620,https://mblogthumb-phinf.pstatic.net/MjAxODEwMThfMiAg/MDAxNTM5ODQxMDQ5NDU4.edgOam1FC6REX-xkQhOCg9HwhP5b9jJOVjK51tw24eUg.uW5wy8ua4Gbc3EIqXoOXVMWKr86drj3l-4khxcSIPfwg.JPEG.seoulcoopcenter/1-1.jpeg?type=w800,https://www.instagram.com/tail_bookstore,새책방      
77,77,,꽃피는책,양천구,양천구 목동중앙북로16길 58,37.54353549,126.8738048,,무료,0507-1306-0858,https://www.100news.kr/imgdata/100news_kr/202107/2021071307137740.jpg,https://www.instagram.com/blooming__books,새책방      
78,78,,나나문고,강남구,강남구 선릉로 221 도곡렉슬상가 지하1층,37.49420684,127.0497348,,무료,02-571-4495,,,새책방      
79,79,,나라문고,강서구,강서구 강서로 247 지하1층,37.54779279,126.8360362,,무료,02-2603-3231,https://mblogthumb-phinf.pstatic.net/MjAyMTAxMzFfMTk5/MDAxNjEyMDcwMDc5NzM1.KVA4Y8Ij8SLl108MSoeIGGttGJhVEaLRZ31Y1kqR8Ksg.JtJ7IWd9DcVMWzyix6Yx3GKsnAbLtmPL05Seu55ISl8g.JPEG.kdongchae/SE-e6b0f1ed-5de2-11eb-9260-314eb4c2b76e.jpg?type=w800,,새책방      
80,80,,나무곁에서서,강서구,강서구 강서로76길 19,37.56934296,126.8426277,,무료,,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200812_155%2F1597231324673mpXLi_JPEG%2FVL5TV-YaDocmaKwpl8xwveQ8.jpeg.jpg,https://blog.naver.com/bythetreebooks,새책방      
81,81,,나비루,송파구,송파구 올림픽로10길 40 102호,37.50818302,127.081577,,무료,070-7573-3034,https://mblogthumb-phinf.pstatic.net/MjAyMTA2MTFfMjI3/MDAxNjIzMzcxNTgzNjk4.0U7cqH7ncYK3qZk1EFp08DA0njDPSIIiJKvdguEx3YYg.OkxexY8JAKIDWTNDmL0olms5roeHwubjTk3t72X5hCQg.JPEG.songpaculture/%EB%82%98%EB%B9%84%EB%A3%A8(1).jpg?type=w800,https://www.instagram.com/nabirubook,새책방      
82,82,,날일달월,광진구,광진구 아차산로78길 7 유진스웰 B 202호,37.5503756,127.1092971,,무료,02-457-0102,,https://blog.naver.com/nalildalwol,새책방      
83,83,,남영서점,동작구,동작구 서달로 149,37.50677051,126.9614626,,무료,02-815-3830,https://mblogthumb-phinf.pstatic.net/MjAxNzA4MjlfNjEg/MDAxNTAzOTkwMDkyMDYx.r4N9TktiX6mLA01FZChKs7lA3CdisvYafHlEeiik4VUg.-rlS7B6wkWc01kuxdf47TH0cTY2vYINEjEYStnU8Rqsg.JPEG.greanb/17-08-18-19-21-16-707_photo.jpg?type=w420,,헌책방      
84,84,,낫저스트북스,성동구,성동구 성덕정9가길 14,37.53887486,127.0512958,,무료,070-4112-2016,"https://image.bookshopmap.com/600,fit,q60/venue/3172dd6654bb8.jpg",https://notjust-books.com,새책방      
85,85,,노른자책방,영등포구,영등포구 선유로9길 30 롯데캐슬상가 207호,37.52443186,126.8847533,,무료,0507-1351-0173,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/norunza_90965756_1067234946971709_3528335831236315508_n.jpg,https://blog.naver.com/norunza-art,새책방      
86,86,,노말에이,중구,중구 마른내로 12 4층,37.56460792,126.9891161,,무료,070-4681-5858 ,"https://image.bookshopmap.com/600,fit,q60/venue/newnormala-1-700x700.jpg?ver=1625464464",http://normala.kr,새책방      
87,87,,노원문고 본점,노원구,노원구 동일로 1384 지하1층,37.65234567,127.0615671,,무료,02-951-0633,"https://image.bookshopmap.com/600,fit,q60/venue/%E1%84%82%E1%85%A9%E1%84%8B%E1%85%AF%E1%86%AB1.jpeg?ver=1656983783",http://www.nowonbook.com,새책방      
88,88,,노원문고 제5매장,노원구,노원구 상계로 59 동명빌딩 지하1층,37.65616028,127.0615152,,무료,02-932-3822,https://mblogthumb-phinf.pstatic.net/MjAxODA4MThfMjYw/MDAxNTM0NTc2MDQwMzA3.GbfQlz-88UTl2vlxbfAhjo6SySaLL8H96a6uHfoJNtMg.4EMN-LkuKs2ohJBc1BQWcK8e3vBa6iAE6qdIOC6yMXgg.JPEG.cyberyw/1534575257932.jpg?type=w800,http://www.nowonbook.com,새책방      
89,89,,노원문고 중계점,노원구,노원구 중계로 206 지하1층,37.65084171,127.0775257,,무료,02-2091-0633,https://thumb.store114.net/640x480/8726097_1622766.jpg,http://www.nowonbook.com,새책방      
90,90,,뉴타운문고,강북구,강북구 도봉로 45 숭인시장 나진동1호,37.61314356,127.0294532,,무료,02-980-2105,,,새책방      
91,91,,늘벗서점,관악구,관악구 신림로 83,37.47034117,126.9401232,,무료,02-887-4971,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MTBfNTcg/MDAxNTYyNzM3MzcxNDYy.razkxicaz8Y5gYPp8dalkbV9UC6C1VwkNy-g6-xwa5og.BCdDafSO61vZgMM_4taQX7aWy0T7bW8QT0BRl0ThwDsg.JPEG.hereis5/IMG_3029.JPG?type=w800,https://nbcpa.co.kr/shop/,새책방      
92,92,,늘푸른글방,영등포구,영등포구 영등포로 418-1,37.51259902,126.9243748,,무료,02-841-5139,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_34%2F1548831954775gDtTO_JPEG%2FnT-K0vD09rZid_cQQ1qFbZ4l.jpg,,새책방      
93,93,,니은서점,은평구,은평구 연서로26길 35,37.61514899,126.9221987,,무료,02-6084-8433,"https://image.bookshopmap.com/600,fit,q60/venue/book_shop_nieun_89948053_891459657964731_6683372855570462579_n.jpg",https://cafe.naver.com/bookshopnieun,새책방      
94,94,,다름상상,광진구,광진구 구의로16길 93,37.54146317,127.0946077,,무료,,https://modo-phinf.pstatic.net/20230218_129/1676687163867k3g5G_JPEG/mosao2n31k.jpeg?type=f320_320,https://www.instagram.com/darmsangsang,새책방      
95,95,,다모아헌책방,동작구,동작구 사당로17길 25,37.4842974,126.9735363,,무료,0507-1406-8571,,,헌책방      
96,96,,다산서적,관악구,관악구 대학6길 19,37.46893814,126.9365331,,무료,02-883-9321,,http://www.acegosi.com,새책방      
97,97,,다솜서점,관악구,관악구 난우10길 6 지하1층,37.47606536,126.9180205,,무료,02-864-1330,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221201_42%2F1669866758786GBDFi_JPEG%2F1669866531849.jpg,,새책방      
98,98,,다솜서점,노원구,노원구 동일로 1677 제성빌딩 지하1층,37.67818419,127.0549684,,무료,02-932-5808,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221201_42%2F1669866758786GBDFi_JPEG%2F1669866531849.jpg,,새책방      
99,99,,다시서점,강서구,강서구 공항대로8길 77-24,37.5574055,126.8129789,,무료,0507-1411-4869,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMTNfMjkw/MDAxNjY1NjMxOTkzNDc3.IftBWQAwew9XXisskASuOAYyIST2VG-qGpQvVX9pqUgg.l4TIdiEMazWl9kBxk2WWVXbYJRBldzm5TcOS-4lyXgIg.PNG.seoul_library/%EC%84%9C%EC%9A%B8%ED%98%95%EC%B1%85%EB%B0%A9_%EC%84%9C%EC%A0%90%EC%86%8C%EA%B0%9C__%EB%8B%A4%EC%8B%9C%EC%84%9C%EC%A0%90_%EC%86%8C%EA%B0%9C2.png?type=w800,https://dasibookshop.com,새책방      
100,100,,다온책방,성북구,성북구  한천로68길 31,37.60915189,127.0658626,,무료,02-6014-1414 ,https://sbnet.or.kr/sbnet_wp/wp-content/uploads/2018/06/448b4ce0ec61e7b926beefb0717e537b.jpg,,새책방      
101,101,,달걀책방,서대문구,서대문구 성산로9길 43-35,37.56765993,126.9229877,,무료,070-8822-2425,https://img1.daumcdn.net/thumb/R1280x0.fpng/?fname=http://t1.daumcdn.net/brunch/service/guest/image/L6uEuHg4SMVXyct99WVCOpYC3HU.png,https://www.eggbookshop.com,새책방      
