category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,SNS url,page_url,description,책방 구분명
,공씨책방(신촌점),서대문구,서대문구 신촌로 55-2,37.5568761,126.932749,,무료,02-336-3058,,,,,헌책방      
,공일서점,노원구,노원구 공릉로 101 경동상가,37.61930144,127.0778417,,무료,02-972-6407,,,,,새책방      
,공작문고,마포구,마포구 성산로 128 마포중앙도서관 지하 1층,37.56379544,126.9082019,,무료,,,https://www.instagram.com/gongjakbooks,,,새책방      
,과학책방 갈다,종로구,종로구 삼청로10길 18,37.58763566,126.9820384,,무료,0507-1314-1018,,https://www.instagram.com/galdarbookshop,http://galdar.kr,,새책방      
,관객의취향,관악구,관악구 관악로 204 3층 301호,37.48296173,126.9542948,,무료,070-8818-2046 ,,https://www.instagram.com/your_taste_film,http://smartstore.naver.com/yourtastebook,,새책방      
,광명문고,은평구,은평구 수색로 268 지하 1층,37.5829395,126.8947019,,무료,02-303-0524,,https://www.instagram.com/km3030524/,https://blog.naver.com/herryqrio ,,새책방      
,광진서적,광진구,광진구 광나루로36길 76,37.5416637,127.0854335,,무료,02-455-2999,,,,,새책방      
,광평서점,강남구,강남구 광평로 63,37.48286093,127.0796263,,무료,02-445-6842,,,,,새책방      
,교보문고(가든파이브 바로드림센터),송파구,"송파구 충민로 66, 가든파이브 라이프 리빙관 현대시티몰 4층",37.47761484,127.1249618,,무료,1544-1900,,,,,새책방      
,교보문고(강남점),서초구,"서초구 강남대로 465, 교보타워 지하 1~지하 2층",37.50375605,127.0241095,,무료,1544-1900,,,https://www.kyobobook.co.kr/store/?storeCode=015,,새책방      
,교보문고(건대 바로드림센터),광진구,능동로 92 롯데백화점 스타시티점 지하1층,37.53899977,127.0712144,,무료,1544-1900,,,,,새책방      
,교보문고(광화문점),종로구,"종로구 종로 1, 교보생명빌딩 지하 1층",37.57095784,126.9779288,,무료,1544-1900,,,,,새책방      
,교보문고(동대문 바로드림센터),중구,"중구 장충단로13길 20, 현대시티아울렛 지하 1층",37.56873455,127.0076665,,무료,1544-1900,,,,,새책방      
,교보문고(디큐브시티 바로드림센터),구로구,"구로구 경인로 662, 현대백화점 지하 1층",37.50812307,126.888213,,무료,1544-1900,,,,,새책방      
,교보문고(목동점),양천구,"양천구 목동서로 159-1, CBS 지하 1층",37.52823182,126.8749907,,무료,1544-1900,,,,,새책방      
,교보문고(수유 바로드림센터),강북구,"강북구 도봉로 348, 교보생명빌딩 지하 1층",37.6383189,127.0265481,,무료,1544-1900,,,,,새책방      
,교보문고(신논현역스토어),강남구,강남구 봉은사로 102 지하 1층,37.50463416,127.0250313,,무료,1544-1900,,,,,새책방      
,교보문고(영등포점),영등포구,"영등포구 영중로 15, 타임스퀘어 멀티플렉스 2층",37.51723326,126.903716,,무료,1544-1900,,,,,새책방      
,교보문고(은평 바로드림센터),은평구,"은평구 통일로 1050, 롯데몰 3층",37.63753667,126.9179003,,무료,1544-1900,,,,,새책방      
,교보문고(잠실점),송파구,"송파구 올림픽로 269, 롯데캐슬골드 지하 1층",37.51442735,127.1006114,,무료,1544-1900,,,,,새책방      
,교보문고(천호점),강동구,"강동구 올림픽로 664, 대우한강베네시티 지하 1층",37.54055538,127.1249758,,무료,1544-1900,,,,,새책방      
,교보문고(청량리 바로드림센터),동대문구,"동대문구 왕산로 214, 롯데백화점 청량리점 지하 1층",37.58419614,127.0511471,,무료,1544-1900,,,,,새책방      
,교보문고(합정점),마포구,"마포구 월드컵로3길 14 딜라이트스퀘어 2차(지하 1층), 1차(지하 2층)",37.55100797,126.911649,,무료,1544-1900,,,,,새책방      
,교보서적,강서구,강서구 양천로 87 대일빌딩 지하1층,37.57360861,126.8136505,,무료,02-2664-6148 ,,,,,새책방      
,구일서점,구로구,구로구 구일로4길 66,37.49368169,126.8763089,,무료,02-853-0191,,,,,새책방      
,그날이오면 ,관악구,관악구 신림로 14길 26,37.47189358,126.9383179,,무료,02-885-8290,,https://www.facebook.com/bookstoregnal,http://www.gnal.co.kr,,새책방      
,그래서,중구,중구 동호로37길 20 A동 2층 132호,37.56872417,127.0008056,,무료,02-2268-3305,,https://www.instagram.com/glaeso_book,http://glaeso.shop.blogpay.co.kr,,새책방      
,그래픽,용산구,용산구 회나무로39길 33,37.54093281,126.9935916,,무료,070-4070-0204,,https://www.instagram.com/graphic.fan,,,새책방      
,그래픽,용산구,용산구 회나무로39길 33,37.54093281,126.9935916,,무료,070-4070-0204,,https://www.instagram.com/graphic.fan/,,,새책방      
,그랜드문고,노원구,노원구 한글비석로 253 지하1층,37.6504237,127.0763481,,무료,02-938-1065,,,https://smartstore.naver.com/grandbooks,,새책방      
,그린북스,중랑구,중랑구 봉화산로 94 2층,37.60208775,127.0849258,,무료,02-433-6728,,,,,헌책방      
,그림책방 곰곰,마포구,마포구 연남로 61-1,37.56462283,126.9198304,,무료,02-335-2041,,https://www.instagram.com/gomgombookstore,https://smartstore.naver.com/gomgombookstore,,새책방      
,글방,중구,중구 청계천로 274 다7호,37.56942586,127.0080476,,무료,02-2273-0111,,,,,헌책방      
,글벗서점,마포구,마포구 신촌로 48,37.55683681,126.9313194,,무료,02-333-1382,,,,,헌책방      
,글벗서점,강남구,강남구 도곡로 516 삼성상가 지하1층,37.49918128,127.0629879,,무료,02-557-8910,,,,,새책방      
,글벗서점,은평구,은평구 은평로 66,37.59879593,126.9151238,,무료,02-302-6621,,,,,새책방      
,글빛문고,양천구,양천구 목동중앙로 43 지하 1층,37.533541,126.8695252,,무료,02-2642-8360,,,,,새책방      
,금지옥엽,중구,중구 청계천로 160 세운청계상가 3층 데크 가열 312호,37.56797986,126.9953651,,무료,02-2273-0220,,https://www.instagram.com/cherish_storage/,https://cherishstorage.kr/,,새책방      
,기독성문서적,중구,중구 청계천로 274 다26호,37.56942586,127.0080476,,무료,02-2279-3902,,,,,헌책방      
,깡지서점,관악구,관악구 신림로 30길 21,37.47318034,126.9358177,,무료,,,,,,헌책방      
,꼬리달린책방(협동조합 카페마을),양천구,양천구 목동중앙북로16길 39,37.54447865,126.8739729,,무료,02-6052-0620,,https://www.instagram.com/tail_bookstore,,,새책방      
,꽃피는책,양천구,양천구 목동중앙북로16길 58,37.54353549,126.8738048,,무료,0507-1306-0858,,https://www.instagram.com/blooming__books,,,새책방      
,나나문고,강남구,강남구 선릉로 221 도곡렉슬상가 지하1층,37.49420684,127.0497348,,무료,02-571-4495,,,,,새책방      
,나라문고,강서구,강서구 강서로 247 지하1층,37.54779279,126.8360362,,무료,02-2603-3231,,,,,새책방      
,나무곁에서서,강서구,강서구 강서로76길 19,37.56934296,126.8426277,,무료,,,http://www.instagram.com/by.thetree.books,https://blog.naver.com/bythetreebooks,,새책방      
,나비루,송파구,송파구 올림픽로10길 40 102호,37.50818302,127.081577,,무료,070-7573-3034,,https://www.instagram.com/nabirubook,,,새책방      
,날일달월,광진구,광진구 아차산로78길 7 유진스웰 B 202호,37.5503756,127.1092971,,무료,02-457-0102,,https://www.instagram.com/nalildalwol,https://blog.naver.com/nalildalwol,,새책방      
,남영서점,동작구,동작구 서달로 149,37.50677051,126.9614626,,무료,02-815-3830,,,,,헌책방      
,낫저스트북스,성동구,성동구 성덕정9가길 14,37.53887486,127.0512958,,무료,070-4112-2016,,https://www.instagram.com/notjust_books,https://notjust-books.com,,새책방      
,노른자책방,영등포구,영등포구 선유로9길 30 롯데캐슬상가 207호,37.52443186,126.8847533,,무료,0507-1351-0173,,https://www.instagram.com/norunza,https://blog.naver.com/norunza-art,,새책방      
,노말에이,중구,중구 마른내로 12 4층,37.56460792,126.9891161,,무료,070-4681-5858 ,,https://www.instagram.com/normala.kr,http://normala.kr,,새책방      
,노원문고 본점,노원구,노원구 동일로 1384 지하1층,37.65234567,127.0615671,,무료,02-951-0633,,https://www.instagram.com/nowonmungo,http://www.nowonbook.com,,새책방      
,노원문고 제5매장,노원구,노원구 상계로 59 동명빌딩 지하1층,37.65616028,127.0615152,,무료,02-932-3822,,https://www.instagram.com/nowonmungo5th,http://www.nowonbook.com,,새책방      
,노원문고 중계점,노원구,노원구 중계로 206 지하1층,37.65084171,127.0775257,,무료,02-2091-0633,,https://www.instagram.com/nowonmungo04,http://www.nowonbook.com,,새책방      
,뉴타운문고,강북구,강북구 도봉로 45 숭인시장 나진동1호,37.61314356,127.0294532,,무료,02-980-2105,,,,,새책방      
,늘벗서점,관악구,관악구 신림로 83,37.47034117,126.9401232,,무료,02-887-4971,,,https://nbcpa.co.kr/shop/,,새책방      
,늘푸른글방,영등포구,영등포구 영등포로 418-1,37.51259902,126.9243748,,무료,02-841-5139,,,,,새책방      
,니은서점,은평구,은평구 연서로26길 35,37.61514899,126.9221987,,무료,02-6084-8433,,https://www.instagram.com/book_shop_nieun,https://cafe.naver.com/bookshopnieun,,새책방      
,다름상상,광진구,광진구 구의로16길 93,37.54146317,127.0946077,,무료,,,https://www.instagram.com/darmsangsang,,,새책방      
,다모아헌책방,동작구,동작구 사당로17길 25,37.4842974,126.9735363,,무료,0507-1406-8571,,,,,헌책방      
,다산서적,관악구,관악구 대학6길 19,37.46893814,126.9365331,,무료,02-883-9321,,,http://www.acegosi.com,,새책방      
,다솜서점,관악구,관악구 난우10길 6 지하1층,37.47606536,126.9180205,,무료,02-864-1330,,,,,새책방      
,다솜서점,노원구,노원구 동일로 1677 제성빌딩 지하1층,37.67818419,127.0549684,,무료,02-932-5808,,,,,새책방      
,다시서점,강서구,강서구 공항대로8길 77-24,37.5574055,126.8129789,,무료,0507-1411-4869,,https://www.instagram.com/dasibookshop,https://dasibookshop.com,,새책방      
,다온책방,성북구,성북구  한천로68길 31,37.60915189,127.0658626,,무료,02-6014-1414 ,,,,,새책방      
,달걀책방,서대문구,서대문구 성산로9길 43-35,37.56765993,126.9229877,,무료,070-8822-2425,,https://www.instagram.com/egg.bookshop,https://www.eggbookshop.com,,새책방      
,달마헌책방,관악구,관악구 남부순환로 1925 지하 1층,37.4775252,126.9632763,,무료,02-811-1256,,,http://www.dharmabooks.co.kr,,헌책방      
,당인리책발전소,마포구,마포구 월드컵로14길 10-8,37.555689,126.9111491,,무료,02-8702-1022,,https://www.instagram.com/danginbookplant,https://www.bronteshop.co.kr,,새책방      
,대광서림,중구,중구 청계천로 274 다9호,37.56942586,127.0080476,,무료,02-2272-4741,,,,,헌책방      
,대교서적,영등포구,영등포구 국제금융로7길 22 대교비상가 116호,37.52325044,126.9330741,,무료,0507-1392-6407,,,,,새책방      
,대륙서점,동작구,동작구 성대로 40,37.49894128,126.9332915,,무료,02-821-8878,,https://www.instagram.com/daerukbooks,,,새책방      
,대림문고,영등포구,영등포구 대림로 199 건용빌딩,37.49856075,126.8979202,,무료,02-841-1101,,,,,새책방      
,대민문고,관악구,관악구 관악로 212 관악프라자 지하1층,37.48362314,126.9551835,,무료,02-875-5300,,,,,새책방      
,대성서점,은평구,은평구 갈현로29길 51-30,37.62240897,126.9102646,,무료,02-357-3410,,,,,새책방      
,대승서적,종로구,종로구 율곡로14길 57,37.57377607,127.0041809,,무료,02-2277-0656,,,,,새책방      
,대영문고,강서구,강서구 양천로 669 2층,37.55185997,126.8712031,,무료,02-3663-7859,,,,,새책방      
,대원서적,종로구,종로구 종로 258 덕성빌딩,37.5706569,127.0064795,,무료,02-2275-1543 ,,,,,새책방      
,대원서점,중구,중구 청계천로 274 다12호,37.56942586,127.0080476,,무료,02-2273-0109,,,,,헌책방      
,대원서점,성북구,성북구 정릉로 241,37.60529785,127.010903,,무료,0507-1396-0660,,,,,새책방      
,대원책문고,영등포구,영등포구 당산로45길 1 당산 삼성쉐르빌 205호,37.53323429,126.9005103,,무료,02-2671-2375 ,,,,,새책방      
,대일서점,금천구,금천구 시흥대로 474,37.47586215,126.8990107,,무료,02-853-1948,,,,,새책방      
,대지책문고,강서구,강서구 등촌로39길 13 지하1층,37.54552768,126.8614993,,무료,02-2644-2650,,,,,새책방      
,대천서점,관악구,관악구 남부순환로 1734 지하1층,37.48198569,126.9427729,,무료,02-878-7557,,,,,새책방      
,대흥서점,강북구,강북구 도봉로 49길 19,37.62495077,127.0254013,,무료,02-981-3214,,,,,헌책방      
,더레퍼런스,종로구,종로구 자하문로24길 44,37.58228897,126.9718052,,무료,070-4150-3105,,https://www.instagram.com/the_reference_seoul,https://www.the-ref.kr,,새책방      
,더레퍼런스(서소문점),중구,중구 덕수궁길 61 전시동 3층,37.56410607,126.9736993,,무료,,,https://www.instagram.com/the_reference_seoul,https://www.the-ref.kr,,새책방      
,더북소사이어티,종로구,종로구 자하문로19길 25 지하 1층,37.58213209,126.9695429,,무료,070-8621-5676 ,,,http://www.thebooksociety.org,,새책방      
,더북스 금성서적,서초구,신반포로3길 8 B104 ,37.50213895,126.986904,,무료,02-599-4148,,,,,새책방      
,더북스 반포점,서초구,서초구 고무래로 22,37.5025732,127.0107579,,무료,02-3477-6545 ,,,,,새책방      
,더북스 신대방점,동작구,상도로 37,37.50001128,126.9246811,,무료,070-7574-4283,,,,,새책방      
,더북스 한길서점(방배),서초구,서초구 동작대로 132 안석빌딩 지하1층,37.48825796,126.9827699,,무료,02-591-2274,,,,,새책방      
,더숲 초소책방,종로구,종로구 인왕산로 172,37.58595334,126.964277,,무료,02-735-0206,,https://www.instagram.com/chosochaekbang,https://chosobooks.com/,,새책방      
,덕인서림,중구,중구 청계천로 274 다32호,37.56942586,127.0080476,,무료,02-2273-8420,,,,,헌책방      
,도도봉봉,도봉구,도봉구 도봉로114길 57,37.64767751,127.0374983,,무료,0507-143-5335,,https://www.instagram.com/dodo_bongbong,https://m.blog.naver.com/dodobonbon,,새책방      
,도원문고,성동구,성동구 독서당로 294 지하1층,37.5479506,127.0216299,,무료,02-2233-4286,,,,,새책방      
,도하서림,용산구,용산구 한강대로 104길 45 상아빌딩 401호,37.55057222,126.9746821,,무료,,,https://www.instagram.com/dohabookstore,https://dohabookstore.co.kr,,새책방      
,도화북스(도화아파트먼트),마포구,마포구 도화2길 27,37.5395405,126.9494904,,무료,02-713-0227,,https://www.instagram.com/dohwa_apt,https://dohwa-apartment.com,,새책방      
,동남서적,종로구,종로구 종로6가 267-1,37.57104979,127.006996,,무료,02-2266-0924,,,,,새책방      
,동네책방 원테이블,금천구,금천구 독산로8길 14,37.44934994,126.9063021,,무료,02-896-0512,,https://www.instagram.com/onetable_o,,,새책방      
,동네책방개똥이네책놀이터,마포구,마포구 월드컵로 128-3,37.55982606,126.9071049,,무료,02-338-0478,,https://www.instagram.com/book338_0478,http://cafe.naver.com/dongneabook,,새책방      
,동명서점,종로구,"종로구 종로 266, A-20호",37.5706569,127.0064795,,무료,02-2265-6696,,,,,새책방      
,동방서적,구로구,구로구 경인로 219 지하1층,37.49681576,126.8450708,,무료,02-2616-9911,,,,,새책방      
,동북문고,강동구,강동구 양재대로 1341 지하1층,37.52615734,127.1351684,,무료,02-477-8200,,,,,새책방      
,동신서림,중구,중구 청계천로 246  다139호,37.56936838,127.0047211,,무료,02-2273-3411,,,,,헌책방      
,동아서점,중구,중구 청계천로 274 다11호,37.56942586,127.0080476,,무료,02-2272-4013,,,,,헌책방      
,동아서점,도봉구,도봉구 덕릉로 253,37.64029729,127.0393961,,무료,02-904-1360,,,,,새책방      
,동아서점,강남구,강남구 압구정로 29길 68,37.53253638,127.0291865,,무료,02-545-0948,,,,,새책방      
,동양서림,종로구,종로구 창경궁로 271-1,37.58556826,127.0006014,,무료,02-762-0715,,https://www.instagram.com/dongyangbooks,https://blog.naver.com/dilek_choi,,새책방      
,동일서점프라자,금천구,금천구 금하로 771,37.45050633,126.9155489,,무료,02-802-7446,,,,,새책방      
,동지서적,종로구,종로구 김상옥로 64-1 여양진씨대종회 회관,37.57336582,127.0048969,,무료,02-762-7596,,,,,새책방      
,동화마을,중구,중구 청계천로 274 다91호,37.56942586,127.0080476,,무료,02-2278-0408,,,,,헌책방      
,두나서점(도곡점),강남구,강남구 선릉로 325 지하1층,37.49859224,127.0515659,,무료,02-561-4326,,,http://blog.naver.com/ydss0561,,새책방      
,드림서점,관악구,관악구 은천로25길 27 하우젠빌 104호,37.48794795,126.9493096,,무료,02-887-4940,,,,,새책방      
,디자인북,마포구,마포구 동교로 148-8,37.55501333,126.9186372,,무료,02-333-0342,,,http://designbook.co.kr/,,새책방      
,땡스북스,마포구,마포구 양화로6길 57-6,37.54886806,126.9177079,,무료,02-325-0321,,https://www.instagram.com/thanksbooks,http://www.thanksbooks.com,,새책방      
,라이너노트,마포구,마포구 양화로15안길 6,37.55446549,126.9188414,,무료,070-7730-2463,,https://www.instagram.com/linernote.musicbook,https://smartstore.naver.com/linernote,,새책방      
,로뎀서적,강서구,강서구 월정로 128-1 지하1층,37.53063817,126.8381598,,무료,02-2699-5365,,,,,새책방      
,로우북스,마포구,마포구 포은로 56,37.552386,126.9067828,,무료,,,https://www.instagram.com/low_books,https://lowbooks.notion.site,,새책방      
,로프 에디션스,마포구,마포구 희우정로16길 50,37.55474866,126.9047167,,무료,0507-1325-5519,,https://www.instagram.com/ropeeditions/,,,새책방      
,로프트북스,종로구,종로구 창의문로 129 2층,37.5923736,126.9659978,,무료,0507-1310-3225,,https://www.instagram.com/loftbooks_seoul,https://brunch.co.kr/@analogcabinet,,새책방      
,마들문고,노원구,노원구 동일로 1550 고려프라자빌딩 지하1층,37.66691162,127.0575497,,무료,02-938-0028,,,,,새책방      
,마음책방 서가는,종로구,종로구 창경궁로35길 21,37.58698605,127.0017643,,무료,070-8818-0137 ,,https://www.instagram.com/houseinmind,https://smartstore.naver.com/houseinmind,,새책방      
,마이어 날다,용산구,용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 상가 Mall D 2층 43호,37.52690561,126.9665662,,무료,0507-1324-7487,,https://www.instagram.com/meier.nalda,https://blog.naver.com/meiernalda,,새책방      
,마이페이브리트,종로구,종로구 자하문로 121 지하 1층,37.58686372,126.9694751,,무료,02-544-9319,,,http://www.alicesugar.com/,,새책방      
,마중물서점,송파구,송파구 삼전로 99,37.50726237,127.0901339,,무료,02-425-7279,,,,,새책방      
,마포문고,마포구,마포구 큰우물로 60 지하1층,37.54182496,126.9448138,,무료,0507-1315-0066,,https://www.instagram.com/mapomoongo,,,새책방      
,마포문구문고,강서구,강서구 화곡로 404 1층,37.55924246,126.8544406,,무료,02-3664-1704,,,,,새책방      
,만나서적,종로구,종로구 율곡로14길 57,37.57377607,127.0041809,,무료,02-2267-7385,,,,,새책방      
,만유인력,마포구,손기정로 52,37.55617216,126.9623763,,무료,0507-1328-5935,,https://www.instagram.com/manyoupowerpeople,https://blog.naver.com/universalgravity,,새책방      
,만점문고,영등포구,영등포구 당산로44길 3,37.53191435,126.9010775,,무료, 02-2672-2375 ,,,,,새책방      
,만화뱅크,노원구,노원구 초안산로 19,37.62954665,127.0541691,,무료,,,,,,헌책방      
,만화살롱 유어마나,마포구,마포구 와우산로 13 지하1층,37.54565425,126.9227213,,무료,02-332-7972 ,,https://www.instagram.com/salon.your.mana,http://www.your-mana.com,,새책방      
,매거진랜드,마포구,마포구 잔다리로6길 17 1층,37.55224414,126.9201179,,무료,02-3142-6460,,https://www.instagram.com/magazineland.seoul/,http://www.magazineland.co.kr,,새책방      
,매일문고,은평구,은평구 서오릉로 133,37.61062883,126.9178217,,무료,02-355-0262,,,,,새책방      
,메종인디아 트래블앤북스,서초구,서초구 방배로23길 31-43,37.48508984,126.9922195,,무료,0507-1314-1045,,https://www.instagram.com/maison_india1,http://www.maisonindia.co.kr,,새책방      
,명덕서점,강서구,강서구 공항대로36길 91,37.5544673,126.8362392,,무료,02-2663-8874,,,,,새책방      
,명동문고,중구,서울 중구 명동길 66,37.56392941,126.9860336,,무료,02-752-2015,,,,,새책방      
,명지서점,서대문구,서대문구 가좌로 120,37.58322713,126.9255128,,무료,02-305-6467,,,,,새책방      
,모닝책서점(모닝글로리),도봉구,도봉구 시루봉로 67,37.65683757,127.0275781,,무료,02-956-9227,,,,,새책방      
,모모,도봉구,도봉로181나길 16 B1,37.68345125,127.0444235,,무료,0507-1302-9640,,https://www.facebook.com/mojorimoida,,,새책방      
,목동문고,양천구,양천구 목동서로 400 10단지아파트 A상가 지하 1층,37.51500506,126.8580457,,무료,0507-1389-3070,,,http://www.mokdongbs.com/,,새책방      
,무아레 서점,동대문구,천호대로89길 9 2층,37.56228522,127.0680643,,무료,0507-1307-7656,,https://www.instagram.com/moire_books,,,새책방      
,무엇보다 책방,송파구,송파구 백제고분로 45길 30 미석빌딩 305호 ,37.51049471,127.1084796,,무료,0507-1398-1880,,https://www.instagram.com/more.than_anything,https://smartstore.naver.com/morethananthing,,새책방      
,문성서점,중구,중구 청계천로 274 다82호,37.56942586,127.0080476,,무료,02-2266-3772,,,,,헌책방      
,문학살롱 초고,마포구,독막로2길 30,37.54727401,126.9142783,,무료,02-332-7579,,https://www.instagram.com/chogo_seoul,,,새책방      
,문향서점,중구,중구 수표로2길 11,37.56223378,126.9911499,,무료,02-2274-5434,,,,,새책방      
,문화공간 길담,종로구,종로구 자하문로17길 12-9,37.58173442,126.9696777,,무료,02-722-1368,,https://www.instagram.com/gildam_official,https://cafe.naver.com/gildamspace,,새책방      
,문화문고,서대문구,서대문구 간호대로 4,37.59663765,126.9490122,,무료,02-395-4097,,,https://munhwamungo.modoo.at,,새책방      
,문화서점,마포구,마포구 성암로 267 mbc 지하 1층 mbc몰,37.58112342,126.890989,,무료,0507-1302-3898,,https://www.instagram.com/munhwabooks/,,,새책방      
,문화서점,동작구,동작구 상도로 175,37.50454902,126.9382077,,무료,02-823-5204,,,,,헌책방      
,문화서점,성북구,성북구 정릉로 330-1,37.60196033,127.0197434,,무료,02-917-6874,,,http://www.bookst.co.kr,,헌책방      
,뭐든지 책방,종로구,종로구 창신길 119,37.57669052,127.0100096,,무료,02-766-3581,,https://www.instagram.com/mordeunji,https://blog.naver.com/mordeunji,,새책방      
,미스터리 유니온,서대문구,서대문구 이화여대길 88-11,37.55935841,126.9437109,,무료,02-6080-7040,,https://www.instagram.com/mysteryunionbook,,,새책방      
,미하북스,은평구,은평구 증산로21길 10-1,37.59601054,126.9136736,,무료,02-355-1876,,https://www.instagram.com/mihabooks,mihabooks.com,,새책방      
,민영서점,도봉구,도봉구 도봉로 180나길 41 한신쇼핑 3층 318호,37.68434454,127.0498958,,무료,02-955-7046,,,,,새책방      
,민중서림,중구,중구 청계천로 274 다14호,37.56942586,127.0080476,,무료,02-2265-3314,,,,,헌책방      
,믿음문고,서초구,서초구 양재천로 95-4,37.47619357,127.0395963,,무료,0507-1332-8248,,https://www.instagram.com/ffl.books,https://smartstore.naver.com/fflbooks,,새책방      
,밍키,중구,중구 청계천로 274 다10호,37.56942586,127.0080476,,무료,02-2273-9905,,,,,헌책방      
,바람길,중랑구,중랑구 망우로 332,37.59700674,127.0892755,,무료,02-434-6449,,https://www.instagram.com/baramgilbooks/,http://www.facebook.com/baramgilbooks,,새책방      
