체험코스 아이디,category_id,course_name,name,district,address,duration_time,order_number,x 좌표,y 좌표,work_time,price,phone_number,,image_url,page_url,description,미래유산 썸네일 경로
242,,쌍문동 역사 문학투어,함석헌 가옥,도봉구,도봉구 도봉로123길 33-6,3시간,2,127.034839,127.034839,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013282/jpg/2013282_007_thumb.jpg
223,,책과 커피가 함께하는 신촌의 가을 감성,독다방(구 독수리다방),서대문구,서대문구 연세로 36,3시간,0,126.93724,126.93724,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014015/jpg/2014015_001_thumb.jpg
223,,책과 커피가 함께하는 신촌의 가을 감성,미네르바,서대문구,서대문구 명물길 18,3시간,1,126.937856,126.937856,,,02-3147-1327,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171013170915_11_thumb.jpg
223,,책과 커피가 함께하는 신촌의 가을 감성,공씨책방,서대문구,서대문구 신촌로 51 / 성동구 성수동1가 671-6 서울숲IT캐슬 106호,3시간,2,126.932275,126.932275,,,02-336-3058,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013014/jpg/2013014_001_thumb.jpg
223,,책과 커피가 함께하는 신촌의 가을 감성,홍익문고,서대문구,서대문구 연세로 2,3시간,3,126.937057,126.937057,,,02-392-2020,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013292/jpg/2013292_006_thumb.jpg
222,,"그 시절 서울, 추억을 파는 극장으로 초대합니다.",세실극장,중구,중구 세종대로19길 16,3시간,1,126.976565,126.976565,,,02-751-1500,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013163/jpg/2013163_001_thumb.jpg
222,,"그 시절 서울, 추억을 파는 극장으로 초대합니다.",삼일로 창고극장,중구,중구 삼일대로9길 12,3시간,2,126.987911,126.987911,,,02-3789-9640,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016151048_03_thumb.jpg
222,,"그 시절 서울, 추억을 파는 극장으로 초대합니다.",허리우드극장,종로구,종로구 삼일대로 428,3시간,3,126.987901,126.987901,,,02-3672-4232,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013285/jpg/2013285_001_thumb.jpg
222,,"그 시절 서울, 추억을 파는 극장으로 초대합니다.",정동극장,중구,중구 정동길 43,3시간,0,126.972849,126.972849,,,02-751-1500,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017144257_01_thumb.jpg
241,,과거도 지금도 핫플장소! 용산 이태원 투어,한신옹기,용산구,서울 용산구 신흥로 7,3시간,2,126.986503,126.986503,,,02-794-3687,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017170625_01_thumb.jpg
241,,과거도 지금도 핫플장소! 용산 이태원 투어,해방촌 108계단,용산구,용산구 신흥로36길 일대,3시간,4,126.98201,126.98201,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171018091655_01_thumb.jpg
241,,과거도 지금도 핫플장소! 용산 이태원 투어,해방촌,용산구,용산구 신흥로11나길 22 일대,3시간,3,126.98547,126.98547,,,02-772-9595,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013283/jpg/2013283_001_thumb.jpg
241,,과거도 지금도 핫플장소! 용산 이태원 투어,포린북스토어,용산구,용산구 녹사평대로 208,3시간,1,126.987213,126.987213,,,02-793-8249,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017165806_18_thumb.jpg
241,,과거도 지금도 핫플장소! 용산 이태원 투어,이태원 앤틱 가구거리,용산구,"용산구 보광로 90~119, 녹사평대로26길 24~97",3시간,0,126.992166,126.992166,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017101834_01_thumb.jpg
221,,여의도 도심 산책,금성부동산,영등포구,영등포구 63로 45,3시간,1,126.937204,126.937204,,,02-782-1100,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014012/jpg/2014012_001_thumb.jpg
221,,여의도 도심 산책,윤중제,영등포구,영등포구 여의동로 일대,3시간,0,126.930423,126.930423,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017094154_14_thumb.jpg
221,,여의도 도심 산책,국회의사당,영등포구,영등포구 의사당대로 1,3시간,5,126.914196,126.914196,,,02-6788-2114,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013032/jpg/2013032_001_thumb.jpg
221,,여의도 도심 산책,여의도공원,영등포구,영등포구 여의공원로 일대,3시간,4,126.922484,126.922484,,,02-761-4078,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013178/jpg/2013178_008_thumb.jpg
221,,여의도 도심 산책,여의도 지하벙커,영등포구,영등포구 국제금융로 (앞도로의 중앙화단),3시간,3,126.926646,126.926646,,,02-933-2692,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013179/jpg/2013179_001_thumb.jpg
221,,여의도 도심 산책,한국거래소,영등포구,영등포구 여의나루로 76,3시간,2,126.928021,126.928021,,,02-2090-9140,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013180/jpg/2013180_001_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",문화옥,중구,중구 창경궁로 62-5,3시간,5,126.998474,126.998474,,유료,02-2265-0322,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013100/jpg/2013100_001_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",우래옥,중구,중구 창경궁로 62-29,3시간,6,126.998736,126.998736,,유료,02-2265-0151,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013201/jpg/2013201_008_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",관수동 명패골목,종로구,종로구 종로18길 22 일대,3시간,4,126.991211,126.991211,,,02-2273-0266,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013015/jpg/2013015_002_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",베를린 광장,중구,중구 삼일대로 363,3시간,3,126.986575,126.986575,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013110/jpg/2013110_001_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",31빌딩(구 삼일로빌딩),종로구,종로구 청계천로 85,3시간,2,126.987154,126.987154,,,02-737-0057,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013003/jpg/2013003_006_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",관철동의 도시조직,종로구,종로구 종로12길 14 일대,3시간,1,126.985583,126.985583,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013016/jpg/2013016_001_thumb.jpg
182,,"다리로 이어지는 시간 여행! 종로와 을지로의 물, 길, 그리고 삶",보신각타종,종로구,종로구 종로 54,3시간,0,126.983714,126.983714,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171013173829_10_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",우정총국 회화나무,중구,중구 퇴계로37길 일대,4시간,1,126.982781,126.982781,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017092719_01_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",인사동 한옥밀집지역,종로구,종로구 인사동14길 24-1 일대,4시간,9,126.985564,126.985564,,,02-0738-5952,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013220/jpg/2013220_003_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",선천집,종로구,종로구 인사동길14길 5,4시간,8,126.9844252,126.9844252,,,02-732-7451,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20210928161140_2020009_001_%25EC%2584%25A0%25EC%25B2%259C%25EC%25A7%2591%25EC%2599%25B8%25EA%25B4%2580%25EC%25A0%2595%25EB%25A9%25B41_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",카페 귀천,종로구,종로구 인사동14길 14,4시간,7,126.984894,126.984894,,,02-3210-2288,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013253/jpg/2013253_001_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",통인화랑,종로구,종로구 인사동길 32,4시간,5,126.985923,126.985923,,,02-733-4867,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20200113134941_%25ED%2586%25B5%25EC%259D%25B8%25ED%2599%2594%25EB%259E%2591%25EC%259E%2585%25EA%25B5%25AC_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",구하산방,종로구,종로구 인사동5길 11,4시간,4,126.986148,126.986148,,,02-732-9895,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013024/jpg/2013024_001_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",이문설농탕,종로구,종로구 우정국로 38-13,4시간,3,126.983893,126.983893,,,02-733-6526,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013214/jpg/2013214_010_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",수도약국,종로구,종로구 인사동길 40,4시간,6,126.985147,126.985147,,,02-720-9101,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013169/jpg/2013169_003_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다","NH농협은행 종로금융센터(구 조선일보,조선중앙일보 사옥)",종로구,종로구 우정국로 38,4시간,2,126.983463,126.983463,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013004/jpg/2013004_001_thumb.jpg
202,,"전통의 향기 품은 인사동 골목길에서 색, 멋, 맛을 향유하다",통문관,종로구,종로구 인사동길 55-1,4시간,0,126.983667,126.983667,,,02-734-4092,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013256/jpg/2013256_001_thumb.jpg
201,,성북동천에 흐르는 미래유산을 찾아서,쌍다리 식당,성북구,성북구 성북로23길 4  ,3시간,0,126.995784,126.995784,,,02-743-0325,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016170915_08_thumb.jpg
201,,성북동천에 흐르는 미래유산을 찾아서,선잠제향,성북구,성북구 성북동 64-1 (선잠단지),3시간,1,126.999391,126.999391,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016162113_01_thumb.jpg
201,,성북동천에 흐르는 미래유산을 찾아서,성북동 국시집,성북구,성북구 창경궁로43길 9,3시간,2,127.004369,127.004369,,,02-764-2420,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016163956_01_thumb.jpg
201,,성북동천에 흐르는 미래유산을 찾아서,나폴레옹 과자점,성북구,서울시 성북구 성북로 7,3시간,3,127.005061,127.005061,,,02-742-7421,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20200113103557_%25EB%2582%2598%25ED%258F%25B4%25EB%25A0%2588%25EC%2598%25B9%25EA%25B3%25BC%25EC%259E%2590%25EC%25A0%2590_%25EC%259D%258C%25EC%258B%259D1_thumb.jpg
181,,겉모습은 바뀌지만 속의 추억은 전해지는 공간. 성수동 코스,성수목욕탕,성동구,성동구 성덕정19길 11,3시간,3,127.056496,127.056496,,"대인 7,000원",02-463-2611,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013160/jpg/2013160_015_thumb.jpg
181,,겉모습은 바뀌지만 속의 추억은 전해지는 공간. 성수동 코스,서울경찰기마대,성동구,성동구 성수이로7길 17,3시간,2,126.978652,126.978652,,,02-700-2479,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20180731150247_2017017_001-%25EC%2584%259C%25EC%259A%25B8%25EA%25B2%25BD%25EC%25B0%25B0%25EA%25B8%25B0%25EB%25A7%2588%25EB%258C%2580_%25EB%25B3%25B8%25EA%25B4%2580%25EC%25A0%2584%25EA%25B2%25BD1_jpg_thumb.jpg
181,,겉모습은 바뀌지만 속의 추억은 전해지는 공간. 성수동 코스,구두제조업(성수동일대),성동구,성동구 아차산로 113 일대,3시간,1,127.05865,127.05865,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013021/JPG/2013021_001_thumb.jpg
181,,겉모습은 바뀌지만 속의 추억은 전해지는 공간. 성수동 코스,한양대학교 박물관,성동구,성동구 왕십리로 222-1,3시간,0,127.0456282,127.0456282,,,02-2220-1394,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20210928165322_2020022_001_%25ED%2595%259C%25EC%2596%2591%25EB%258C%2580%25ED%2595%2599%25EA%25B5%2590%25EB%25B0%2595%25EB%25AC%25BC%25EA%25B4%2580%25EC%2599%25B8%25EA%25B4%2580%25EC%25B8%25A1%25EB%25A9%25B41_thumb.jpg
161,,시대가 공존하는 길거리 갤러리,도림동 성당,영등포구,영등포구 도영로 22길 22,2시간,1,126.906806,126.906806,,,02-833-9439,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013066/jpg/2013066_001_thumb.jpg
161,,시대가 공존하는 길거리 갤러리,수정여관,영등포구,영등포구 경인로77가길 11,2시간,2,126.892489,126.892489,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013170/jpg/2013170_001_thumb.jpg
161,,시대가 공존하는 길거리 갤러리,1차 금속제조업 (문래동영단주택단지일대),영등포구,영등포구 도림로141길 일대,2시간,3,126.891888,126.891888,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013097/jpg/2013097_001_thumb.jpg
161,,시대가 공존하는 길거리 갤러리,OB맥주 담금솥,영등포구,영등포구 신길로 275 (영등포공원 내),2시간,0,126.911251,126.911251,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013005/jpg/2013005_001_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",서울역광장,용산구,용산구 한강대로 405,약 4시간,0,126.971584,126.971584,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013143/jpg/2013143_001_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",서울광장,중구,중구 태평로1가 54-3,약 4시간,1,126.978204,126.978204,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016153056_01_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",세실극장,중구,중구 세종대로19길 16,약 4시간,2,126.976565,126.976565,,,02-751-1500,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013163/jpg/2013163_001_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",세종문화회관,종로구,종로구 세종대로 175,약 4시간,5,126.976074,126.976074,,,02-399-1000,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013166/jpg/2013166_011_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",도로원표(칭경기념비전 내),종로구,종로구 세종로 142-3,약 4시간,3,126.9775907,126.9775907,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013065/jpg/2013065_005_thumb.jpg
142,,"서울 중심도로의 기억과 보전, 남대문로와 태평로 일대",세종로 이순신 동상,종로구,종로구 세종로,약 4시간,4,126.976975,126.976975,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013165/jpg/2013165_011_thumb.jpg
125,,한옥과 예인의 동네 상촌,통의동 보안여관,종로구,종로구 효자로 33,약 4시간,0,126.973676,126.973676,,,02-720-8409,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20141017180549_1_thumb.jpg
125,,한옥과 예인의 동네 상촌,서촌 한옥밀집지역,종로구,종로구 자하문로7길 13 일대,약 4시간,1,126.970873,126.970873,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013153/jpg/2013153_007_thumb.jpg
125,,한옥과 예인의 동네 상촌,이상의 집,종로구,종로구 자하문로7길 18,약 4시간,2,126.970864,126.970864,,,02-858-6449,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013215/jpg/2013215_001_thumb.jpg
125,,한옥과 예인의 동네 상촌,통인시장,종로구,종로구 필운대로6길 6,약 4시간,4,126.968964,126.968964,,,02-722-0911,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017165052_18_thumb.jpg
125,,한옥과 예인의 동네 상촌,배화여고 캠벨 기념관,종로구,종로구 필운대로1길 34,약 4시간,3,126.967346,126.967346,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013108/jpg/2013108_001_thumb.jpg
141,,성북동에 숨어 있는 문화유산과 역사인물의 흔적,삼청각,성북구,성북구 대사관로 3,약 4시간,0,126.984323,126.984323,,,02-765-3700,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013123/jpg/2013123_001_thumb.jpg
141,,성북동에 숨어 있는 문화유산과 역사인물의 흔적,길상사(구 대원각),성북구,성북구 선잠로5길 68,약 4시간,1,126.993848,126.993848,,,02-3672-5945,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013036/jpg/2013036_008_thumb.jpg
124,,예술과 문화의 용광로 대학로,이화동 벽화마을,종로구,종로구 이화장2길 33일대,약 3시간,3,127.005858,127.005858,,,02-722-7312,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013217/jpg/2013217_001_thumb.jpg
124,,예술과 문화의 용광로 대학로,이화동 낙산 국민주택단지,종로구,종로구 낙산4길 49 일대,약 3시간,4,127.007172,127.007172,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014041/jpg/2014041_011_thumb.jpg
124,,예술과 문화의 용광로 대학로,아르코 예술극장,종로구,종로구 대학로8길 7,약 3시간,2,127.002975,127.002975,,,02-3668-0007,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013174/jpg/2013174_005_thumb.jpg
124,,예술과 문화의 용광로 대학로,학림다방,종로구,종로구 대학로 119,약 3시간,1,127.001652,127.001652,,,02-742-2877,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013267/jpg/2013267_001_thumb.jpg
124,,예술과 문화의 용광로 대학로,서울대학병원,종로구,종로구 대학로 103 (서울대학교 내 보건대학원),약 3시간,0,126.999711,126.999711,,,02-762-8219,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013138/jpg/2013138_001_thumb.jpg
123,,서울 최고의 한옥 동네 북촌,계동 48-12 건물군,종로구,계동길 100-8 일대,약 3시간,1,126.98722,126.98722,,,02-760-9200,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014004/jpg/2014004_001_thumb.jpg
123,,서울 최고의 한옥 동네 북촌,북촌 한옥밀집지역,종로구,종로구 북촌로11가길 41 일대,약 3시간,0,126.983642,126.983642,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013114/jpg/2013114_001_thumb.jpg
122,,서민의 공간 종로와 서울의 시장,전태일 분신장소,중구,"중구 청계천로 274 (신당동평화시장A동,B동사이대로변)",약 4시간,3,127.006602,127.006602,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013234/jpg/2013234_001_thumb.jpg
122,,서민의 공간 종로와 서울의 시장,창신동 봉제마을,종로구,종로구 창신5나길 17 일대,약 4시간,4,127.011084,127.011084,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013246/jpg/2013246_001_thumb.jpg
122,,서민의 공간 종로와 서울의 시장,평화시장,중구,중구 장충단로13길 20,약 4시간,2,127.008203,127.008203,,,02-2252-6744,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013259/jpg/2013259_007_thumb.jpg
122,,서민의 공간 종로와 서울의 시장,보신각 앞 지하철 수준점,종로구,종로구 종로 54,약 4시간,0,126.983677,126.983677,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014022/jpg/2014022_001_thumb.jpg
122,,서민의 공간 종로와 서울의 시장,피맛골,종로구,종로구 돈화문로5길 32 일대,약 4시간,1,126.990256,126.990256,,,02-763-2999,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013266/jpg/2013266_001_thumb.jpg
121,,현대사를 안고 흐르는 땅 강남,성수대교 참사 희생자 위령탑,성동구,성동구 성수동1가 685-571,약 3시간,4,127.039272,127.039272,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013159/jpg/2013159_001_thumb.jpg
121,,현대사를 안고 흐르는 땅 강남,국립서울현충원,동작구,동작구 현충로 210,약 3시간,1,126.97218,126.97218,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013028/jpg/2013028_001_thumb.jpg
121,,현대사를 안고 흐르는 땅 강남,구로공단 노동자생활 체험관 (순이의 집),금천구,금천구 벚꽃로44길 17,약 3시간,0,126.883639,126.883639,,,02-830-8426,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014008/jpg/2014008_001_thumb.jpg
121,,현대사를 안고 흐르는 땅 강남,삼풍참사위령탑,서초구,서초구 양재동 234,약 3시간,3,127.037357,127.037357,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013125/jpg/2013125_001_thumb.jpg
121,,현대사를 안고 흐르는 땅 강남,서울고속버스터미널,서초구,서초구 신반포로 194,약 3시간,2,127.007061,127.007061,,,02-6282-0114,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013132/JPG/2013132_017_thumb.jpg
101,,근현대 100년의 기억 정동,4.19혁명기념도서관,종로구,종로구 새문안로 17,약 2시간 반,2,126.967695,126.967695,,,02-730-4190,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013002/jpg/2013002_001_thumb.jpg
